driver,lap,time_stamp,speed_kph,rpm,gear,throttle_pct,brake_pct,drs,sector,lat,long,sector_time_ms
HAM,10,4.6,162.0,12500,3,0,73,0,1,45.63170883114301,9.288709778605838,0
HAM,10,4.8,157.0,12500,3,0,67,0,1,45.63169438956149,9.288939769309026,0
HAM,10,5.0,151.3,12500,3,0,59,0,1,45.631677727182385,9.28916023495322,0
HAM,10,5.2,155.4,12500,3,0,75,0,1,45.63165915874749,9.289370505227039,0
HAM,10,5.4,146.7,12500,3,0,54,0,1,45.63163751974256,9.289584019469663,0
HAM,10,5.6,143.0,12356,3,0,52,0,1,45.63161467436203,9.289783419151417,0
HAM,10,5.8,141.4,12214,3,0,57,0,1,45.631590144619445,9.28997562439216,0
HAM,10,6.0,137.3,12139,3,0,53,0,1,45.63156368448542,9.290163552749497,0
HAM,10,6.2,137.3,12023,3,0,52,0,1,45.63153587588989,9.290344038382907,0
HAM,10,6.4,139.9,12126,3,0,74,0,1,45.63150599754169,9.290522391645647,0
HAM,10,6.6,133.0,11926,3,0,56,0,1,45.63147339060544,9.290702063751667,0
HAM,10,6.8,129.1,11762,3,0,50,0,1,45.63144039749618,9.290870732182421,0
HAM,10,7.0,127.4,11815,3,0,43,0,1,45.6314064746622,9.291032610951845,0
HAM,10,7.2,123.3,12500,2,0,36,0,1,45.63137119463092,9.291190406271786,0
HAM,10,7.4,124.0,12500,2,0,47,0,1,45.631335323449306,9.291341343082617,0
HAM,10,7.6,122.9,12500,2,0,43,0,1,45.63129755328191,9.291491275603695,0
HAM,10,7.8,119.8,12500,2,0,38,0,1,45.631258418278435,9.291638105398512,0
HAM,10,8.0,117.8,12500,2,0,37,0,1,45.63121866183078,9.291779440060795,0
HAM,10,8.2,117.9,12500,2,0,38,0,1,45.631178018777625,9.291916687792867,0
HAM,10,8.4,111.6,12500,2,49,0,0,1,45.631135773438416,9.292052417538331,0
HAM,10,8.6,110.5,12500,2,99,0,0,1,45.63109435948899,9.292179312189562,0
HAM,10,8.8,111.0,12500,2,98,0,0,1,45.63105201550446,9.292303350205211,0
HAM,10,9.0,112.5,12500,2,92,0,0,1,45.63100810589249,9.292426434326531,0
HAM,10,9.2,110.8,12500,2,93,0,0,1,45.63096221335165,9.292549580715487,0
HAM,10,9.4,108.0,12500,2,99,0,0,1,45.63091565728762,9.292669260017924,0
HAM,10,9.6,105.1,12500,2,100,0,0,1,45.63086900454482,9.292784323953281,0
HAM,10,9.8,100.5,12431,2,100,0,0,1,45.63082235982681,9.2928948828002,0
HAM,10,10.0,102.2,12451,2,100,0,0,1,45.63077664580882,9.292999206643435,0
HAM,10,10.2,113.9,12500,2,45,0,1,1,45.630729064611074,9.293103855910397,0
HAM,10,10.4,116.0,12500,2,40,0,1,1,45.63067468576823,9.293218889179697,0
HAM,10,10.6,113.8,12500,2,54,0,1,1,45.63061789374457,9.293334203831892,0
HAM,10,10.8,117.2,12500,2,56,0,1,1,45.630560764485104,9.293445593670494,0
HAM,10,11.0,118.6,12500,2,57,0,1,1,45.63050052308392,9.293558402429102,0
HAM,10,11.2,115.6,12500,2,57,0,1,1,45.63043809443758,9.293670625358956,0
HAM,10,11.4,113.0,12500,2,48,0,1,1,45.630375818665556,9.293778152234117,0
HAM,10,11.6,114.2,12500,2,51,0,1,1,45.63031358273326,9.293881490917775,0
HAM,10,11.8,111.1,12500,2,53,0,1,1,45.63024938367762,9.293984049435865,0
HAM,10,12.0,112.8,12500,2,40,0,1,1,45.63018564776984,9.294082059067918,0
HAM,10,12.2,113.2,12500,2,42,0,1,1,45.630119625696075,9.29417982208796,0
HAM,10,12.4,108.1,12500,2,92,0,1,1,45.63005207562419,9.294276116371606,0
HAM,10,12.6,111.3,12500,2,52,0,1,1,45.62998637388076,9.29436635969244,0
HAM,10,12.8,110.4,12500,2,44,0,1,1,45.629917515644905,9.294457521664796,0
HAM,10,13.0,114.0,12500,2,51,0,1,1,45.6298480203514,9.294546169964184,0
HAM,10,13.2,114.6,12500,2,53,0,1,1,45.62977501352067,9.294635857235034,0
HAM,10,13.4,113.3,12500,2,49,0,1,1,45.62970036464862,9.294724106871554,0
HAM,10,13.6,111.2,12500,2,90,0,1,1,45.629625329681744,9.294809473388092,0
HAM,10,13.8,111.1,12500,2,92,0,1,1,45.629550549271045,9.294891384957268,0
HAM,10,14.0,109.2,12500,2,95,0,1,1,45.629474672383644,9.29497142324703,0
HAM,10,14.2,114.3,12500,2,49,0,1,1,45.62939896923462,9.2950483356693,0
HAM,10,14.4,112.4,12500,2,93,0,1,1,45.629318620706904,9.295126899775116,0
HAM,10,14.6,112.7,12500,2,93,0,1,1,45.62923845228588,9.295202280745942,0
HAM,10,14.8,108.2,12500,2,100,0,1,1,45.629156967257835,9.295275958238397,0
HAM,10,15.0,112.7,12500,2,98,0,1,1,45.629077713076995,9.29534489505283,0
HAM,10,15.2,114.5,12500,2,94,0,1,1,45.62899409644807,9.29541483607133,0
HAM,10,15.4,115.4,12500,2,95,0,1,1,45.628908051933934,9.295483939149149,0
HAM,10,15.6,114.6,12500,2,97,0,1,1,45.628820194565925,9.29555161820337,0
HAM,10,15.8,116.0,12500,2,97,0,1,1,45.628731904201416,9.295616816645813,0
HAM,10,16.0,118.1,12500,2,96,0,1,1,45.62864148903089,9.295680775114967,0
HAM,10,16.2,119.9,12500,2,92,0,1,1,45.62854832271701,9.295743820842716,0
HAM,10,16.4,119.2,12500,2,97,0,1,1,45.628452613811106,9.295805680850373,0
HAM,10,16.6,120.9,12500,2,98,0,1,1,45.62835642656665,9.295864993802565,0
HAM,10,16.8,123.8,12500,2,92,0,1,1,45.628257788673594,9.295922953698001,0
HAM,10,17.0,119.2,12500,2,100,0,1,1,45.628155715294604,9.295979989318337,0
HAM,10,17.2,123.8,12500,2,99,0,1,1,45.62805639868839,9.296032712583578,0
HAM,10,17.4,122.9,12500,2,100,0,1,1,45.6279521765067,9.29608520163542,0
HAM,10,17.6,122.4,12500,2,100,0,1,1,45.62784773075265,9.296134984755232,0
HAM,10,17.8,123.3,12500,2,100,0,1,1,45.62774275535035,9.296182270537686,0
HAM,10,18.0,125.7,12500,2,100,0,1,1,45.62763598612901,9.296227626455517,0
HAM,10,18.2,127.6,11731,3,100,0,1,1,45.62752620319063,9.296271473009318,0
HAM,10,18.4,129.9,11810,3,100,0,1,1,45.62741379783665,9.2963135258632,0
HAM,10,18.6,132.8,11832,3,100,0,1,1,45.627298429347356,9.296353787895551,0
HAM,10,18.8,130.9,11801,3,100,0,1,1,45.627179497086594,9.296392310049512,0
HAM,10,19.0,133.3,12019,3,100,0,1,1,45.62706133333019,9.29642767006524,0
HAM,10,19.2,133.8,11981,3,100,0,1,1,45.62694009981132,9.29646101537721,0
HAM,10,19.4,140.6,12263,3,100,0,1,1,45.62681748200923,9.296491801221636,0
HAM,10,19.6,139.1,12097,3,100,0,1,1,45.62668768071646,9.296521254684992,0
HAM,10,19.8,138.8,12074,3,100,0,1,1,45.62655846899328,9.29654745419322,0
HAM,10,20.0,138.1,12079,3,100,0,1,1,45.626428653938724,9.296570719940012,0
HAM,10,20.2,143.1,12389,3,100,0,1,1,45.626298731889456,9.29659101113297,0
HAM,10,20.4,144.5,12288,3,100,0,1,1,45.62616335363531,9.296609041529095,0
HAM,10,20.6,145.7,12336,3,100,0,1,1,45.62602586432222,9.296624173601705,0
HAM,10,20.8,151.9,12500,3,100,0,1,1,45.62588653425395,9.296636309636359,0
HAM,10,21.0,154.8,12500,3,100,0,1,1,45.625740544085474,9.296645642781165,0
HAM,10,21.2,156.9,12500,3,100,0,1,1,45.625591025460615,9.296651684521477,0
HAM,10,21.4,157.4,12500,3,100,0,1,1,45.62543886659394,9.296654249077449,0
HAM,10,21.6,161.2,12500,3,100,0,1,1,45.62528562386778,9.296653243903313,0
HAM,10,21.8,160.7,12500,3,100,0,1,1,45.625128153709255,9.296648523493504,0
HAM,10,22.0,166.5,12500,3,100,0,1,1,45.62497070238631,9.296640125435182,0
HAM,10,22.2,165.6,12500,3,100,0,1,1,45.62480704851736,9.296627555438224,0
HAM,10,22.4,167.5,12500,3,100,0,1,1,45.62464396975714,9.296611186957819,0
HAM,10,22.6,169.5,11720,4,100,0,1,1,45.624478727375106,9.296590736126129,0
HAM,10,22.8,168.2,11601,4,100,0,1,1,45.62431125299259,9.296566081816104,0
HAM,10,23.0,172.4,11707,4,100,0,1,1,45.62414495083179,9.296537724417941,0
HAM,10,23.2,175.2,11909,4,100,0,1,1,45.62397443024032,9.296504669376425,0
HAM,10,23.4,179.4,11944,4,100,0,1,1,45.62380111068529,9.296466970939516,0
HAM,10,23.6,179.7,11960,4,100,0,1,1,45.623623760687614,9.296424138413172,0
HAM,10,23.8,186.0,12199,4,100,0,1,1,45.623446323388514,9.296376991062218,0
HAM,10,24.0,189.6,12398,4,100,0,1,1,45.62326299537791,9.296323777035417,0
HAM,10,24.2,189.6,12319,4,100,0,1,1,45.6230765295814,9.296264961523283,0
HAM,10,24.4,189.3,12344,4,100,0,1,1,45.622890569173165,9.29620158857197,0
HAM,10,24.6,197.1,12500,4,100,0,1,1,45.622705579968,9.29613385942055,0
HAM,10,24.8,199.9,12500,4,100,0,1,1,45.622513712258844,9.296058649880875,0
HAM,10,25.0,201.9,12500,4,100,0,1,1,45.622320068186035,9.295977587574948,0
HAM,10,25.2,202.3,12500,4,100,0,1,1,45.62212556561563,9.295890906835924,0
HAM,10,25.4,209.5,12500,4,100,0,1,1,45.621931869054016,9.2957992927546,0
HAM,10,25.6,212.5,11576,5,100,0,1,1,45.621732598257864,9.29569946176785,0
HAM,10,25.8,212.7,11527,5,100,0,1,1,45.62153209602599,9.295593218374721,0
HAM,10,26.0,215.3,11633,5,100,0,1,1,45.621333048765024,9.295481899293005,0
HAM,10,26.2,215.8,11734,5,100,0,1,1,45.62113344532554,9.295364308902403,0
HAM,10,26.4,218.2,11772,5,100,0,1,1,45.620935325936216,9.295241567094608,0
HAM,10,26.6,222.1,11850,5,100,0,1,1,45.6207371800052,9.295112666019195,0
HAM,10,26.8,223.9,11984,5,46,0,1,1,45.620537850924336,9.294976640454387,0
HAM,10,27.0,227.0,12135,5,59,0,1,1,45.62033940420162,9.29483471143259,0
HAM,10,27.2,228.1,12160,5,0,20,1,1,45.62014090675973,9.294686058788693,0
HAM,10,27.4,227.6,12113,5,56,0,0,1,45.61994426536449,9.294531990054928,0
HAM,10,27.6,219.9,11932,5,91,0,0,1,45.61975098757142,9.294373729931234,0
HAM,10,27.8,214.0,11756,5,100,0,0,1,45.61956715275907,9.294216698060337,0
HAM,10,28.0,221.3,11949,5,91,0,0,1,45.61939107262176,9.294060127019117,0
HAM,10,28.2,221.5,11818,5,92,0,0,1,45.619211981174146,9.293894457668243,0
HAM,10,28.4,219.2,11873,5,97,0,0,1,45.61903585674395,9.29372496770388,0
HAM,10,28.6,221.7,11912,5,92,0,0,1,45.618864723051686,9.293553785361995,0
HAM,10,28.8,224.9,12093,5,50,0,0,1,45.61869484574012,9.293377255793398,0
HAM,10,29.0,220.2,11898,5,95,0,0,1,45.61852593292543,9.293194912932423,0
HAM,10,29.2,224.5,11984,5,40,0,0,1,45.6183638963349,9.293013311033103,0
HAM,10,29.4,222.9,11987,5,42,0,0,1,45.618202182152096,9.292825235205767,0
HAM,10,29.6,222.5,11988,5,46,0,0,1,45.618045144213106,9.292635743216046,0
HAM,10,29.8,227.1,11981,5,45,0,0,1,45.61789191813837,9.292444013378855,0
HAM,10,30.0,226.6,12130,5,50,0,0,1,45.61773915456039,9.29224579242393,0
HAM,10,30.2,219.7,11893,5,59,0,0,1,45.61759039712283,9.29204562666183,0
HAM,10,30.4,225.6,11941,5,43,0,0,1,45.61744974135523,9.291849531697586,0
HAM,10,30.6,221.8,11907,5,45,0,0,1,45.61730887226499,9.291646122888485,0
HAM,10,30.8,218.0,11846,5,41,0,0,1,45.617173972391726,9.291444391694872,0
HAM,10,31.0,223.0,11992,5,0,25,0,1,45.61704482722151,9.291244552359347,0
HAM,10,31.2,214.6,11642,5,57,0,0,1,45.61691621194673,9.291038644615275,0
HAM,10,31.4,214.2,11584,5,48,0,0,1,45.61679581917798,9.290839329008225,0
HAM,10,31.6,213.1,11651,5,49,0,0,1,45.616678854665764,9.29063926945654,0
HAM,10,31.8,212.9,11569,5,54,0,0,1,45.61656567884508,9.290439342598848,0
HAM,10,32.0,211.6,11488,5,0,21,0,1,45.61645575081395,9.290238855841414,0
HAM,10,32.2,211.3,11671,5,0,29,0,1,45.6163495639179,9.290038987845408,0
HAM,10,32.4,207.7,12500,4,0,23,0,1,45.616246511011816,9.289838884804777,0
HAM,10,32.6,206.0,12500,4,0,25,0,1,45.61614809199678,9.289641851672823,0
HAM,10,32.8,202.4,12500,4,0,28,0,1,45.616053257147236,9.28944624409487,0
HAM,10,33.0,201.0,12500,4,0,32,0,1,45.61596273019541,9.289254007864908,0
HAM,10,33.2,197.4,12500,4,0,28,0,1,45.61587534380256,9.289063099966702,0
HAM,10,33.4,194.7,12500,4,0,27,0,1,45.615791932434234,9.288875772122719,0
HAM,10,33.6,193.3,12384,4,0,31,0,1,45.61571191804247,9.288691199678693,0
HAM,10,33.8,189.3,12288,4,0,26,0,1,45.61563468742312,9.28850835300955,0
HAM,10,34.0,191.9,12493,4,0,46,0,1,45.615561072948196,9.288329626775868,0
HAM,10,34.2,184.1,12067,4,0,25,0,1,45.61548846223874,9.288148959014578,0
HAM,10,34.4,184.2,12063,4,0,36,0,1,45.61542067208671,9.287976253203713,0
HAM,10,34.6,184.0,12066,4,0,47,0,1,45.61535460151744,9.287804093436254,0
HAM,10,34.8,175.1,11863,4,0,22,0,1,45.61529028026287,9.287632786138701,0
HAM,10,35.0,176.6,11888,4,0,39,0,1,45.61523057999343,9.287470467851792,0
HAM,10,35.2,176.0,11861,4,0,47,0,1,45.61517181685838,9.287307549332255,0
HAM,10,35.4,172.7,11665,4,0,45,0,1,45.6151146513692,9.287146052331693,0
HAM,10,35.6,169.8,11589,4,0,44,0,1,45.61505984384918,9.286988438038428,0
HAM,10,35.8,167.7,12500,3,0,47,0,1,45.61500717699629,9.286834440035525,0
HAM,10,36.0,166.2,12500,3,0,52,0,1,45.61495625643298,9.28668321987811,0
HAM,10,36.2,162.5,12500,3,0,47,0,1,45.614906847756956,9.286534354553675,0
HAM,10,36.4,155.8,12500,3,0,32,0,1,45.614859512567975,9.286389829400925,0
HAM,10,36.6,158.1,12500,3,0,51,0,1,45.614814959145555,9.286252165112707,0
HAM,10,36.8,146.4,12464,3,47,0,0,1,45.6147705693279,9.28611351598261,0
HAM,10,37.0,152.7,12500,3,0,40,0,1,45.61473013035644,9.285985995774725,0
HAM,10,37.2,149.8,12500,3,0,39,0,1,45.61468864327275,9.285854065478759,0
HAM,10,37.4,146.6,12375,3,0,36,0,1,45.61464854640128,9.285725594951614,0
HAM,10,37.6,143.7,12250,3,0,35,0,1,45.614609883216595,9.285600929879871,0
HAM,10,37.8,141.2,12310,3,0,35,0,2,45.614572467197945,9.28547965734327,0
HAM,10,38.0,143.9,12222,3,0,46,0,2,45.61453616698693,9.285361518632895,0
HAM,10,38.2,141.7,12223,3,0,47,0,2,45.61449960725379,9.285242170368447,0
HAM,10,38.4,133.3,11847,3,0,22,0,2,45.61446397692679,9.285125622288412,0
HAM,10,38.6,135.6,11981,3,0,41,0,2,45.61443078993519,9.285016968009726,0
HAM,10,38.8,129.1,11816,3,0,24,0,2,45.614397327015354,9.284907423649134,0
HAM,10,39.0,131.6,11938,3,0,34,0,2,45.6143657139122,9.284804048638685,0
HAM,10,39.2,130.3,11913,3,0,37,0,2,45.614333717554544,9.284699635834178,0
HAM,10,39.4,129.3,11745,3,0,41,0,2,45.61430224912042,9.284597258893946,0
HAM,10,39.6,126.2,11621,3,0,29,0,2,45.6142711855691,9.284496603990574,0
HAM,10,39.8,121.9,12500,2,0,20,0,2,45.614241011118175,9.28439930977886,0
HAM,10,40.0,123.0,12500,2,0,32,0,2,45.6142119857926,9.284306252910905,0
HAM,10,40.2,119.7,12500,2,40,0,0,2,45.614182793002755,9.284213268389573,0
HAM,10,40.4,118.0,12500,2,50,0,0,2,45.614154449945794,9.284123652017328,0
HAM,10,40.6,119.3,12500,2,0,31,0,2,45.61412657102583,9.284036210714778,0
HAM,10,40.8,116.7,12500,2,0,21,0,2,45.614098409696936,9.283948665420315,0
HAM,10,41.0,114.4,12500,2,56,0,0,2,45.61407089123772,9.28386394208298,0
HAM,10,41.2,115.7,12500,2,0,29,0,2,45.61404391572736,9.283781739049978,0
HAM,10,41.4,113.1,12500,2,46,0,0,2,45.61401661518507,9.283699456678832,0
HAM,10,41.6,110.3,12500,2,52,0,0,2,45.613989893178605,9.28361985633575,0
HAM,10,41.8,112.0,12500,2,0,26,0,2,45.6139637846181,9.28354302478508,0
HAM,10,42.0,112.9,12500,2,0,29,0,2,45.61393721624026,9.283465837172697,0
HAM,10,42.2,108.8,12500,2,49,0,0,2,45.61391036557681,9.283388890774214,0
HAM,10,42.4,109.3,12500,2,0,20,0,2,45.61388442305499,9.283315594445192,0
HAM,10,42.6,107.2,12500,2,58,0,0,2,45.61385826647808,9.283242766066419,0
HAM,10,42.8,106.1,12500,2,59,0,0,2,45.61383250753533,9.283172123576293,0
HAM,10,43.0,104.8,12500,2,51,0,0,2,45.61380689672889,9.283102970886922,0
HAM,10,43.2,102.3,12420,2,48,0,0,2,45.61378148178899,9.28303543375563,0
HAM,10,43.4,100.4,12318,2,59,0,0,2,45.61375654993472,9.282970247166453,0
HAM,10,43.6,103.4,12461,2,49,0,0,2,45.613731962126636,9.282907006552952,0
HAM,10,43.8,96.8,12224,2,42,0,0,2,45.613706496266644,9.282842612555596,0
HAM,10,44.0,101.9,12398,2,55,0,0,2,45.61368251496298,9.282783006819757,0
HAM,10,44.2,100.2,12494,2,50,0,0,2,45.6136571121927,9.28272096671104,0
HAM,10,44.4,103.2,12500,2,46,0,0,2,45.613631986946345,9.282660718412043,0
HAM,10,44.6,102.0,12430,2,42,0,0,2,45.61360593755522,9.282599423853872,0
HAM,10,44.8,101.3,12500,2,48,0,0,2,45.613580008352635,9.282539592469108,0
HAM,10,45.0,95.5,12263,2,56,0,0,2,45.61355406636365,9.282480905639675,0
HAM,10,45.2,99.3,12296,2,46,0,0,2,45.613529441843355,9.282426279814462,0
HAM,10,45.4,97.3,12358,2,54,0,0,2,45.613503649979165,9.282370185100937,0
HAM,10,45.6,98.7,12387,2,47,0,0,2,45.61347817348952,9.282315892718785,0
HAM,10,45.8,92.4,12073,2,93,0,0,2,45.613452142307494,9.282261553171175,0
HAM,10,46.0,93.0,12093,2,92,0,0,2,45.61342758205731,9.282211324591598,0
HAM,10,46.2,97.5,12328,2,50,0,0,2,45.61340266799059,9.282161392367746,0
HAM,10,46.4,97.5,12364,2,58,0,0,2,45.613376350069714,9.282109747933509,0
HAM,10,46.6,99.2,12428,2,40,0,0,2,45.613349809959104,9.282058797176463,0
HAM,10,46.8,98.0,12327,2,47,0,0,2,45.61332257575183,9.282007674932814,0
HAM,10,47.0,97.7,12381,2,45,0,0,2,45.613295419765905,9.281957851042648,0
HAM,10,47.2,95.3,12285,2,91,0,0,2,45.613268131526326,9.281908922432821,0
HAM,10,47.4,98.5,12300,2,52,0,0,2,45.61324127097575,9.281861854372112,0
HAM,10,47.6,97.4,12346,2,53,0,0,2,45.61321325350188,9.281813893056407,0
HAM,10,47.8,94.6,12256,2,94,0,0,2,45.613185306207356,9.281767182479365,0
HAM,10,48.0,98.6,12302,2,44,0,0,2,45.61315791454255,9.281722473684402,0
HAM,10,48.2,95.0,12150,2,97,0,0,2,45.61312911161629,9.281676582778907,0
HAM,10,48.4,94.1,12094,2,99,0,0,2,45.61310111486436,9.281633053941169,0
HAM,10,48.6,97.2,12374,2,96,0,0,2,45.6130731299094,9.281590581248818,0
HAM,10,48.8,98.9,12305,2,92,0,0,2,45.61304398688042,9.28154742853449,0
HAM,10,49.0,96.0,12199,2,100,0,0,2,45.61301403735034,9.28150419982995,0
HAM,10,49.2,100.0,12332,2,93,0,0,2,45.6129847044419,9.281462932944152,0
HAM,10,49.4,99.9,12313,2,96,0,0,2,45.61295386307735,9.281420658881169,0
HAM,10,49.6,99.9,12367,2,96,0,0,2,45.612922775491974,9.281379174131974,0
HAM,10,49.8,101.3,12500,2,97,0,0,2,45.612891381394675,9.28133839788451,0
HAM,10,50.0,102.9,12500,2,94,0,0,2,45.612859256290996,9.281297803137294,0
HAM,10,50.2,100.1,12421,2,100,0,0,2,45.61282632435725,9.281257343239364,0
HAM,10,50.4,107.9,12500,2,92,0,0,2,45.61279396311562,9.281218690860335,0
HAM,10,50.6,102.1,12436,2,100,0,0,2,45.61275876836372,9.28117786272751,0
HAM,10,50.8,105.9,12500,2,100,0,0,2,45.61272512364789,9.281139975373241,0
HAM,10,51.0,102.7,12464,2,100,0,0,2,45.61268990347017,9.28110147420278,0
HAM,10,51.2,105.7,12500,2,100,0,0,2,45.612655440061864,9.281064914592223,0
HAM,10,51.4,107.5,12500,2,100,0,0,2,45.61261963539165,9.281028063668217,0
HAM,10,51.6,110.8,12500,2,100,0,0,2,45.61258285397703,9.280991370864413,0
HAM,10,51.8,107.3,12500,2,100,0,0,2,45.61254457116574,9.280954392310942,0
HAM,10,52.0,109.8,12500,2,100,0,0,2,45.61250715760454,9.280919409095432,0
HAM,10,52.2,113.1,12500,2,100,0,0,2,45.612468525934275,9.28088444632566,0
HAM,10,52.4,111.6,12500,2,100,0,0,2,45.612428347088525,9.28084929148196,0
HAM,10,52.6,117.3,12500,2,100,0,0,2,45.61238833454778,9.280815465006247,0
HAM,10,52.8,113.0,12500,2,100,0,0,2,45.61234588616522,9.280780824922102,0
HAM,10,53.0,115.6,12500,2,100,0,0,2,45.612304605209935,9.280748324786936,0
HAM,10,53.2,122.9,12500,2,100,0,0,2,45.612261992626834,9.280715960973144,0
HAM,10,53.4,122.0,12500,2,100,0,0,2,45.61221627737706,9.280682530876605,0
HAM,10,53.6,121.1,12500,2,100,0,0,2,45.61217044689968,9.280650307717181,0
HAM,10,53.8,121.5,12500,2,100,0,0,2,45.61212455050218,9.280619285395018,0
HAM,10,54.0,127.4,11821,3,100,0,0,2,45.61207809916148,9.280589111449684,0
HAM,10,54.2,123.5,12500,2,100,0,0,2,45.61202896304496,9.280558482517428,0
HAM,10,54.4,131.6,11778,3,100,0,0,2,45.61198091900104,9.280529767008328,0
HAM,10,54.6,134.2,11876,3,100,0,0,2,45.611929300141995,9.280500220215117,0
HAM,10,54.8,139.0,12177,3,100,0,0,2,45.61187621521868,9.28047118880172,0
HAM,10,55.0,136.0,12120,3,100,0,0,2,45.611820777644915,9.280442276842477,0
HAM,10,55.2,141.2,12292,3,100,0,0,2,45.61176609147966,9.280415106096715,0
HAM,10,55.4,143.5,12266,3,100,0,0,2,45.611708852230166,9.280388042162368,0
HAM,10,55.6,148.8,12500,3,100,0,0,2,45.6116502056076,9.280361710201648,0
HAM,10,55.8,154.9,12500,3,100,0,0,2,45.6115889594707,9.280335655492792,0
HAM,10,56.0,154.2,12500,3,100,0,0,2,45.61152470890923,9.280309838217725,0
HAM,10,56.2,154.6,12500,3,100,0,0,2,45.61146031158934,9.280285448520354,0
HAM,10,56.4,163.4,12500,3,100,0,0,2,45.61139532415315,9.280262275110013,0
HAM,10,56.6,169.5,11609,4,100,0,0,2,45.61132620588617,9.280239142354432,0
HAM,10,56.8,169.1,11729,4,100,0,0,2,45.611254061082214,9.28021658168325,0
HAM,10,57.0,177.8,11865,4,100,0,0,2,45.61118169543729,9.2801954989952,0
HAM,10,57.2,181.8,12141,4,100,0,0,2,45.611105226871615,9.280174820484344,0
HAM,10,57.4,185.0,12117,4,100,0,0,2,45.61102668614707,9.280155205389214,0
HAM,10,57.6,190.4,12301,4,100,0,0,2,45.61094642113834,9.280136770670465,0
HAM,10,57.8,195.6,12500,4,100,0,0,2,45.61086358957496,9.280119362570817,0
HAM,10,58.0,196.3,12500,4,100,0,0,2,45.61077829459558,9.280103058188505,0
HAM,10,58.2,203.8,12500,4,100,0,0,2,45.61069256153255,9.280088235087618,0
HAM,10,58.4,207.3,12500,4,100,0,0,2,45.6106035070878,9.280074403472288,0
HAM,10,58.6,212.4,11588,5,100,0,0,2,45.61051298818076,9.2800618827279,0
HAM,10,58.8,224.5,12044,5,100,0,0,2,45.61042040602924,9.280050582249546,0
HAM,10,59.0,231.9,12283,5,100,0,0,2,45.610322866019494,9.280040217251845,0
HAM,10,59.2,253.1,11575,6,100,0,1,2,45.61022258816675,9.280031095892594,0
HAM,10,59.4,264.3,11783,6,100,0,1,2,45.6101139037316,9.28002283401262,0
HAM,10,59.6,274.9,12124,6,100,0,1,2,45.61000145452378,9.280015915146953,0
HAM,10,59.8,285.2,12500,6,100,0,1,2,45.609885857138984,9.280010365678146,0
HAM,10,60.0,285.5,12500,6,100,0,1,2,45.609767711603816,9.280006153157238,0
HAM,10,60.2,301.5,11652,7,100,0,1,2,45.609651593142736,9.280003267472463,0
HAM,10,60.4,305.9,11759,7,100,0,1,2,45.60953160162719,9.280001387811826,0
HAM,10,60.6,322.8,12288,7,100,0,1,2,45.60941303991787,9.280000407475962,0
HAM,10,60.8,334.5,12500,7,44,0,1,2,45.609291864385966,9.280000041623113,0
HAM,10,61.0,340.0,11549,8,0,72,1,2,45.609171002451404,9.279999999753349,0
HAM,10,61.2,336.1,11326,8,0,100,1,2,45.60905362569789,9.279999890329151,0
HAM,10,61.4,320.7,12232,7,0,99,1,2,45.60894352288726,9.279999295561161,0
HAM,10,61.6,314.4,12050,7,0,99,1,2,45.60884445418157,9.279997893764527,0
HAM,10,61.8,302.4,11616,7,0,100,1,2,45.608753454994265,9.279995376858034,0
HAM,10,62.0,289.6,12500,6,0,100,1,2,45.60867201367767,9.279991572801004,0
HAM,10,62.2,283.9,12323,6,0,100,1,2,45.60859996660109,9.279986381577602,0
HAM,10,62.4,269.8,11960,6,0,93,1,2,45.6085352774395,9.279979569932502,0
HAM,10,62.6,265.6,11847,6,0,99,1,2,45.60847950398494,9.279971295243499,0
HAM,10,62.8,258.1,11733,6,0,100,1,2,45.60843026467342,9.279961234460984,0
HAM,10,63.0,247.6,12500,5,0,95,1,2,45.608388021098406,9.279949459996034,0
HAM,10,63.2,238.2,12344,5,0,100,1,2,45.608352841997075,9.279936145948348,0
HAM,10,63.4,230.2,12146,5,0,89,1,2,45.60832410630655,9.279921334919363,0
HAM,10,63.6,222.4,11878,5,0,78,1,2,45.60830122589848,9.279905032065336,0
HAM,10,63.8,213.2,11583,5,0,81,1,2,45.608283799976554,9.27988731835786,0
HAM,10,64.0,209.8,12500,4,0,87,1,2,45.608271500526676,9.279868423767084,0
HAM,10,64.2,199.4,12500,4,0,63,1,2,45.60826369454411,9.27984791734328,0
HAM,10,64.4,194.9,12470,4,0,63,1,2,45.60826029793086,9.279826596005199,0
HAM,10,64.6,193.5,12429,4,0,75,1,2,45.6082608267748,9.279803961610817,0
HAM,10,64.8,187.1,12152,4,0,66,1,2,45.6082651690443,9.27977967966012,0
HAM,10,65.0,187.4,12243,4,0,84,1,2,45.6082730324126,9.279754422312774,0
HAM,10,65.2,176.9,11839,4,0,57,1,2,45.608284563637845,9.279727318613338,0
HAM,10,65.4,175.3,11792,4,0,66,1,2,45.608298838851155,9.279700032963314,0
HAM,10,65.6,171.8,11787,4,0,67,1,2,45.60831626498415,9.279671319260922,0
HAM,10,65.8,165.6,12500,3,0,56,1,2,45.60833654257146,9.27964151590418,0
HAM,10,66.0,163.3,12500,3,0,60,1,2,45.60835910057379,9.279611207039785,0
HAM,10,66.2,158.8,12500,3,0,55,1,2,45.60838425936158,9.279579767093157,0
